no,name,brand,category,img,emoji,has_settings,inputs,outputs,func,ports_raw
1353,BETA 87C,Shure,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal live handheld. 50-20000 Hz; 150 ohm; -52.5 dBV/Pa; butuh phantom 48V; SPL 140 dB.,"Phantom 48V, XLR 3-pin male"
1354,KSM9,Shure,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Wireless (Axient/ULX-D)|Wireless,Vokal live wireless capsule. 50-20000 Hz; 150 ohm; -51 dBV/Pa; butuh phantom 48V; SPL 138 dB.,"Phantom 48V, Wireless (Axient/ULX-D)"
1355,KSM9HS,Shure,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Wireless (Axient/ULX-D)|Wireless,Vokal live wireless capsule. 50-20000 Hz; 150 ohm; -51 dBV/Pa; butuh phantom 48V; SPL 138 dB.,"Phantom 48V, Wireless (Axient/ULX-D)"
1356,MX153,Shure,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (TA4F)|Audio,Earset vokal/presentasi. 20-20000 Hz; 150 ohm; -46 dBV/Pa; butuh phantom 48V; SPL 130 dB.,"Phantom 48V, Mini-XLR (TA4F)"
1357,MX202,Shure,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Boundary instrumen & panggung. 50-17000 Hz; 150 ohm; -46 dBV/Pa; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1358,MX391,Shure,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Boundary meja/conferencing. 50-17000 Hz; 150 ohm; -46 dBV/Pa; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1359,MX392,Shure,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Boundary meja/conferencing. 50-17000 Hz; 150 ohm; -46 dBV/Pa; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1360,MX412,Shure,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Gooseneck podium. 50-17000 Hz; 150 ohm; -46 dBV/Pa; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1361,MX418,Shure,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Gooseneck podium. 50-17000 Hz; 150 ohm; -46 dBV/Pa; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1362,WL183,Shure,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (TA4F)|Audio,Lavalier omnidirectional. 50-17000 Hz; 150 ohm; -43.5 dBV/Pa; butuh phantom 48V.,"Phantom 48V, Mini-XLR (TA4F)"
1363,WL184,Shure,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (TA4F)|Audio,Lavalier cardioid. 50-17000 Hz; 150 ohm; -43.5 dBV/Pa; butuh phantom 48V.,"Phantom 48V, Mini-XLR (TA4F)"
1364,WL185,Shure,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (TA4F)|Audio,Lavalier supercardioid. 50-17000 Hz; 150 ohm; -43.5 dBV/Pa; butuh phantom 48V.,"Phantom 48V, Mini-XLR (TA4F)"
1365,CVL,Shure,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (TA4F)|Audio,Lavalier cardioid. 50-17000 Hz; 150 ohm; -43.5 dBV/Pa; butuh phantom 48V.,"Phantom 48V, Mini-XLR (TA4F)"
1366,MK 4,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio. 20-20000 Hz; 50 ohm; 25 mV/Pa; butuh phantom 48V; SPL 140 dB.,"Phantom 48V, XLR 3-pin male"
1367,MK 8,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio. 20-20000 Hz; 50 ohm; 17 mV/Pa; butuh phantom 48V; SPL 142 dB.,"Phantom 48V, XLR 3-pin male"
1368,MK 4 digital,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,USB|USB,Vokal & instrumen USB. 20-20000 Hz; butuh USB bus power; SPL 140 dB.,"Phantom 48V, USB"
1369,MKH 416,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun film/broadcast. 40-20000 Hz; 25 ohm; butuh phantom 48V/12V T; SPL 130 dB.,"Phantom 48V, XLR 3-pin male"
1370,MKH 60,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun profesional. 40-20000 Hz; 25 ohm; butuh phantom 48V; SPL 134 dB.,"Phantom 48V, XLR 3-pin male"
1371,MKH 70,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun jarak jauh. 50-20000 Hz; 25 ohm; butuh phantom 48V; SPL 124 dB.,"Phantom 48V, XLR 3-pin male"
1372,MKH 8060,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun kompak. 30-50000 Hz; 25 ohm; butuh phantom 48V; SPL 129 dB.,"Phantom 48V, XLR 3-pin male"
1373,MKE 600,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun kamera. 40-20000 Hz; 25 ohm; butuh phantom 48V atau baterai AA; SPL 132 dB.,"Phantom 48V, XLR 3-pin male"
1374,MKE 400,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,USB-C|USB,Shotgun kamera USB. 20-20000 Hz; butuh USB-C bus power.,"Phantom 48V, USB-C"
1375,MKH 40,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead studio. 40-20000 Hz; 25 ohm; butuh phantom 48V; SPL 134 dB.,"Phantom 48V, XLR 3-pin male"
1376,MKH 50,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & foley. 40-20000 Hz; 25 ohm; butuh phantom 48V; SPL 134 dB.,"Phantom 48V, XLR 3-pin male"
1377,MKH 30,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,MS & ambient. 40-20000 Hz; 25 ohm; butuh phantom 48V; SPL 134 dB.,"Phantom 48V, XLR 3-pin male"
1378,MKH 20,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Orkestra & ambient. 40-20000 Hz; 25 ohm; butuh phantom 48V; SPL 134 dB.,"Phantom 48V, XLR 3-pin male"
1379,MKH 8020,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Orkestra & ambient. 10-20000 Hz; 25 ohm; butuh phantom 48V; SPL 138 dB.,"Phantom 48V, XLR 3-pin male"
1380,MKH 8040,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead. 30-40000 Hz; 25 ohm; butuh phantom 48V; SPL 142 dB.,"Phantom 48V, XLR 3-pin male"
1381,MKH 8050,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & foley. 30-50000 Hz; 25 ohm; butuh phantom 48V; SPL 142 dB.,"Phantom 48V, XLR 3-pin male"
1382,MKH 8090,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Ensemble & ambient. 30-50000 Hz; 25 ohm; butuh phantom 48V; SPL 142 dB.,"Phantom 48V, XLR 3-pin male"
1383,MKH 800,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen premium. 20-50000 Hz; 25 ohm; butuh phantom 48V; SPL 142 dB.,"Phantom 48V, XLR 3-pin male"
1384,e 614,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Overhead & akustik. 40-20000 Hz; 50 ohm; butuh phantom 48V; SPL 130 dB.,"Phantom 48V, XLR 3-pin male"
1385,e 908,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen (tiup/perkusi). 40-20000 Hz; 100 ohm; butuh phantom 48V; SPL 147 dB.,"Phantom 48V, XLR 3-pin male"
1386,e  865,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male / Wireless|Audio,Vokal live handheld. 40-20000 Hz; 100 ohm; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, XLR 3-pin male / Wireless"
1387,e 965,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male / Wireless|Audio,Vokal live handheld. 20-20000 Hz; 100 ohm; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, XLR 3-pin male / Wireless"
1388,e 901,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Boundary kick/panggung. 20-20000 Hz; 100 ohm; butuh phantom 48V; SPL 154 dB.,"Phantom 48V, XLR 3-pin male"
1389,K6 / ME 64,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Modular instrumen. 40-20000 Hz; 200 ohm; butuh phantom 12-48V; SPL 130 dB.,"Phantom 48V, XLR 3-pin male"
1390,MKE 2,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (TA4F)|Audio,Lavalier profesional. 20-20000 Hz; 100 ohm; butuh phantom 48V; SPL 142 dB.,"Phantom 48V, Mini-XLR (TA4F)"
1391,MKE 1,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (TA4F)|Audio,Lavalier mini. 20-20000 Hz; 100 ohm; butuh phantom 48V; SPL 142 dB.,"Phantom 48V, Mini-XLR (TA4F)"
1392,MKE 40,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (TA4F)|Audio,Lavalier cardioid. 40-20000 Hz; 100 ohm; butuh phantom 48V.,"Phantom 48V, Mini-XLR (TA4F)"
1393,ME 2,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (TA4F)|Audio,Lavalier wireless. 20-20000 Hz; 100 ohm; butuh phantom 48V.,"Phantom 48V, Mini-XLR (TA4F)"
1394,ME 4,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (TA4F)|Audio,Lavalier cardioid. 40-20000 Hz; 100 ohm; butuh phantom 48V.,"Phantom 48V, Mini-XLR (TA4F)"
1395,HSP 2,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (TA4F)|Audio,Headset omnidirectional. 20-20000 Hz; 100 ohm; butuh phantom 48V.,"Phantom 48V, Mini-XLR (TA4F)"
1396,HSP 4,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR (TA4F)|Audio,Headset cardioid. 40-20000 Hz; 100 ohm; butuh phantom 48V.,"Phantom 48V, Mini-XLR (TA4F)"
1397,AMBEO VR Mic,Sennheiser,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male (4 kanal)|Audio,Ambisonic VR/spatial. 20-20000 Hz; 4x kapsul; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male (4 kanal)"
1398,U 87 Ai,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio legendaris. 20-20000 Hz; 200 ohm; 28 mV/Pa; butuh phantom 48V; SPL 117 dB.,"Phantom 48V, XLR 3-pin male"
1399,U 67,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen tube reissue. 20-20000 Hz; 200 ohm; tube; butuh phantom 48V; SPL 114 dB.,"Phantom 48V, XLR 3-pin male"
1400,TLM 102,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen kompak. 20-20000 Hz; 50 ohm; 11 mV/Pa; butuh phantom 48V; SPL 144 dB.,"Phantom 48V, XLR 3-pin male"
1401,TLM 103,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal studio. 20-20000 Hz; 50 ohm; 23 mV/Pa; butuh phantom 48V; SPL 138 dB.,"Phantom 48V, XLR 3-pin male"
1402,TLM 107,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen fleksibel. 20-20000 Hz; 50 ohm; 11 mV/Pa; butuh phantom 48V; SPL 153 dB.,"Phantom 48V, XLR 3-pin male"
1403,TLM 49,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & broadcast. 20-20000 Hz; 50 ohm; 13 mV/Pa; butuh phantom 48V; SPL 146 dB.,"Phantom 48V, XLR 3-pin male"
1404,TLM 170 R,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Studio & orkestra. 20-20000 Hz; 50 ohm; 10 mV/Pa; butuh phantom 48V; SPL 148 dB.,"Phantom 48V, XLR 3-pin male"
1405,TLM 193,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 50 ohm; 11 mV/Pa; butuh phantom 48V; SPL 140 dB.,"Phantom 48V, XLR 3-pin male"
1406,BCM 104,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Broadcast vokal. 20-20000 Hz; 50 ohm; butuh phantom 48V; SPL 138 dB.,"Phantom 48V, XLR 3-pin male"
1407,BCM 705,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,"Broadcast vokal (dynamic - catatan: BCM 705 sebenarnya DINAMIS, bukan kondenser). 20-20000 Hz; 50 ohm; butuh phantom 48V; SPL 138 dB.","Phantom 48V, XLR 3-pin male"
1408,KMS 104,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male / Wireless|Audio,Vokal live handheld. 20-20000 Hz; 50 ohm; 4.5 mV/Pa; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, XLR 3-pin male / Wireless"
1409,KMS 105,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male / Wireless|Audio,Vokal live handheld. 20-20000 Hz; 50 ohm; 4.5 mV/Pa; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, XLR 3-pin male / Wireless"
1410,KK 104 U,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Wireless capsule|Wireless,Kapsul wireless (Sennheiser SKM). 20-20000 Hz; 50 ohm; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, Wireless capsule"
1411,KK 105 U,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Wireless capsule|Wireless,Kapsul wireless (Sennheiser SKM). 20-20000 Hz; 50 ohm; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, Wireless capsule"
1412,KK 204,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Wireless capsule|Wireless,Kapsul wireless (Sennheiser SKM). 20-20000 Hz; 50 ohm; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, Wireless capsule"
1413,KK 205,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Wireless capsule|Wireless,Kapsul wireless (Sennheiser SKM). 20-20000 Hz; 50 ohm; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, Wireless capsule"
1414,KM 183,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & ambient. 20-20000 Hz; 50 ohm; 12 mV/Pa; butuh phantom 48V; SPL 142 dB.,"Phantom 48V, XLR 3-pin male"
1415,KM 184,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead klasik. 20-20000 Hz; 50 ohm; 12 mV/Pa; butuh phantom 48V; SPL 142 dB.,"Phantom 48V, XLR 3-pin male"
1416,KM 185,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & foley. 20-20000 Hz; 50 ohm; 10 mV/Pa; butuh phantom 48V; SPL 142 dB.,"Phantom 48V, XLR 3-pin male"
1417,KM 84,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen vintage (discontinued). 20-20000 Hz; 200 ohm; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1418,KM 86,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen multi-pattern vintage (discontinued). 20-20000 Hz; 200 ohm; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1419,KMR 81 i,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun broadcast. 20-20000 Hz; 50 ohm; butuh phantom 48V; SPL 127 dB.,"Phantom 48V, XLR 3-pin male"
1420,KMR 82 i,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun jarak jauh. 20-20000 Hz; 50 ohm; butuh phantom 48V; SPL 127 dB.,"Phantom 48V, XLR 3-pin male"
1421,KU 100,Neumann,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male (2 kanal)|Audio,Binaural dummy head. 20-20000 Hz; 50 ohm; butuh phantom 48V; SPL 134 dB.,"Phantom 48V, XLR 3-pin male (2 kanal)"
1422,C 414 XLII,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio. 20-20000 Hz; 200 ohm; 23 mV/Pa; butuh phantom 48V; SPL 158 dB.,"Phantom 48V, XLR 3-pin male"
1423,C 414 XLS,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen studio. 20-20000 Hz; 200 ohm; 23 mV/Pa; butuh phantom 48V; SPL 158 dB.,"Phantom 48V, XLR 3-pin male"
1424,C 214,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 200 ohm; 20 mV/Pa; butuh phantom 48V; SPL 156 dB.,"Phantom 48V, XLR 3-pin male"
1425,C 314,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 200 ohm; 20 mV/Pa; butuh phantom 48V; SPL 156 dB.,"Phantom 48V, XLR 3-pin male"
1426,C 12 VR,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen tube reissue. 20-20000 Hz; 200 ohm; tube; butuh phantom 48V; SPL 122 dB.,"Phantom 48V, XLR 3-pin male"
1427,C 3000,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 200 ohm; 25 mV/Pa; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, XLR 3-pin male"
1428,C 2000 B,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen (discontinued). 20-20000 Hz; 200 ohm; 20 mV/Pa; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1429,C 1000 S,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal live & instrumen (discontinued). 20-20000 Hz; 200 ohm; 6 mV/Pa; butuh phantom 48V atau baterai AA.,"Phantom 48V, XLR 3-pin male"
1430,C 4000 B,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen (discontinued). 20-20000 Hz; 200 ohm; 18 mV/Pa; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1431,P 420,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 200 ohm; 18 mV/Pa; butuh phantom 48V; SPL 155 dB.,"Phantom 48V, XLR 3-pin male"
1432,P 220,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 200 ohm; 20 mV/Pa; butuh phantom 48V; SPL 155 dB.,"Phantom 48V, XLR 3-pin male"
1433,P 120,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & podcast. 20-20000 Hz; 200 ohm; 22 mV/Pa; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, XLR 3-pin male"
1434,P 170,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead. 20-20000 Hz; 200 ohm; 15 mV/Pa; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, XLR 3-pin male"
1435,C 451 B,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead. 20-20000 Hz; 200 ohm; 9 mV/Pa; butuh phantom 48V; SPL 155 dB.,"Phantom 48V, XLR 3-pin male"
1436,C 480 B,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead. 20-20000 Hz; 200 ohm; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, XLR 3-pin male"
1437,C 460 B,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead. 20-20000 Hz; 200 ohm; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1438,P 130,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Instrumen & overhead. 20-20000 Hz; 200 ohm; 12 mV/Pa; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, XLR 3-pin male"
1439,C 519 ML,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR|Audio,Klip instrumen (tiup/perkusi). 20-20000 Hz; 200 ohm; butuh phantom 48V.,"Phantom 48V, Mini-XLR"
1440,C 518 ML,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR|Audio,Klip instrumen (perkusi). 20-20000 Hz; 200 ohm; butuh phantom 48V.,"Phantom 48V, Mini-XLR"
1441,C 411 L,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,Mini-XLR|Audio,Klip biola/akustik. 20-20000 Hz; 200 ohm; butuh phantom 48V.,"Phantom 48V, Mini-XLR"
1442,C 417 L,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Lavalier. 20-20000 Hz; 200 ohm; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1443,C 420,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Headset vokal. 20-20000 Hz; 200 ohm; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1444,C 520,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Headset vokal live. 20-20000 Hz; 200 ohm; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1445,C 100,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male / Wireless|Audio,Vokal live handheld. 20-20000 Hz; 200 ohm; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, XLR 3-pin male / Wireless"
1446,C 5,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male / Wireless|Audio,Vokal live handheld. 20-20000 Hz; 200 ohm; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, XLR 3-pin male / Wireless"
1447,C 7,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male / Wireless|Audio,Vokal live handheld. 20-20000 Hz; 200 ohm; butuh phantom 48V; SPL 150 dB.,"Phantom 48V, XLR 3-pin male / Wireless"
1448,C 535 EB,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal live handheld (discontinued). 20-20000 Hz; 200 ohm; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1449,C 747 V11,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun. 20-20000 Hz; 200 ohm; butuh phantom 48V; SPL 135 dB.,"Phantom 48V, XLR 3-pin male"
1450,C 568,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Shotgun. 20-20000 Hz; 200 ohm; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1451,C 562 CM,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Boundary meja. 20-20000 Hz; 200 ohm; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1452,C 563 CM,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Boundary meja. 20-20000 Hz; 200 ohm; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1453,P 810,AKG,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Boundary conference. 20-20000 Hz; 200 ohm; butuh phantom 48V.,"Phantom 48V, XLR 3-pin male"
1454,AT2020,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen entry studio. 20-20000 Hz; 100 ohm; -37 dBV/Pa; butuh phantom 48V; SPL 144 dB.,"Phantom 48V, XLR 3-pin male"
1455,AT2020USB+,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,USB|USB,Vokal & podcast USB. 20-20000 Hz; butuh USB bus power; SPL 144 dB.,"Phantom 48V, USB"
1456,AT2035,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 120 ohm; -41 dBV/Pa; butuh phantom 48V; SPL 148 dB.,"Phantom 48V, XLR 3-pin male"
1457,AT2050,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal & instrumen. 20-20000 Hz; 100 ohm; -44 dBV/Pa; butuh phantom 48V; SPL 149 dB.,"Phantom 48V, XLR 3-pin male"
1458,AT4040,Audio-Technica,Mikrofon Kondenser,,🔧,0,Phantom 48V|Audio,XLR 3-pin male|Audio,Vokal studio. 20-20000 Hz; 100 ohm; -32 dBV/Pa; butuh phantom 48V; SPL 145 dB.,"Phantom 48V, XLR 3-pin male"
